cluster_id,keyphrase,tf_score,bug_id,priority
774,autofill,0.142,9041,P1
775,checksetup,0.053,9412,P1
776,wine download,0.07,23207,P5
777,script,0.099,4267,P3
777,script,0.068,21081,P5
778,smart window,0.066,4252,P3
779,seamonkey non crypto,0.278,7252,P3
780,07 13 33 enhancements,0.103,20418,P5
781,013f,0.155,101,P3
781,015f,0.05,7799,P1
782,properties windows,0.053,1995,P4
782,properties windows ver,0.053,1995,P4
783,sizes message window,0.103,20418,P5
784,cloned window,0.053,18808,P5
784,clone window,0.05,18808,P5
785,sync strings workflow,0.163,10119,P1
786,stream,0.122,2652,P2
787,shapes,0.072,8131,P2
788,picker dialog,0.147,11444,P4
789,output,0.088,13424,P5
790,authors,0.065,8131,P2
791,c1 7f,0.05,7799,P1
792,html document inside,0.095,5247,P3
793,fallback,0.054,1156,P1
794,wrapping,0.137,5563,P3
794,shrink wrapping,0.05,9458,P1
795,internet config,0.066,4252,P3
796,xx seconds,0.141,8705,P2
797,deluge,0.077,12230,P5
798,access,0.091,16959,P5
799,truncation,0.104,2864,P3
800,called took,0.139,10188,P2
801,added word arch,0.149,7270,P3
802,recently closed,0.132,15083,P4
803,getskippedcontent,0.163,4267,P3
804,followup,0.088,12699,P5
805,vote,0.088,101,P3
806,transitional,0.088,11229,P4
807,w3proxy,0.091,7406,P2
808,imagelib,0.151,24126,P5
809,snipe,0.161,7189,P3
810,p3 450,0.053,12761,P4
811,choffman sez,0.217,7229,P3
812,provider request,0.07,16959,P5
813,en x11,0.202,7378,P3
814,ecx ds 013f esi,0.074,101,P3
814,ds 013f esi fs,0.074,101,P3
815,highlight,0.155,15286,P4
815,background highlight,0.152,15286,P4
816,hasn gone,0.095,5247,P3
817,compliance,0.081,1515,P2
818,approval,0.084,12699,P5
819,verticalalignframes,0.077,10207,P2
820,07 13 33,0.174,20418,P5
821,performance analysis clobbering,0.095,7189,P3
822,url parsing,0.157,20276,P5
823,required did,0.132,17165,P4
824,message netscape caused,0.074,101,P3
825,international,0.077,6053,P2
826,m10 added dependencies,0.139,9673,P2
827,times updating qa,0.11,10245,P2
828,destroyed,0.133,10321,P2
829,libxpcom,0.057,7799,P1
830,navigator exits file,0.139,35,P3
831,nullplugin,0.056,1156,P1
832,current page,0.134,10014,P1
833,addressing field,0.147,6565,P3
834,shutdown change appcores,0.108,7439,P3
834,appcore shutdown,0.108,7439,P3
834,appcore shutdown change,0.108,7439,P3
834,appcore shutdown change appcores,0.108,7439,P3
835,pasting,0.062,8427,P2
836,webtools,0.088,12939,P4
837,named anchor,0.05,9458,P1
838,compact attribute,0.091,2055,P5
839,gdb,0.074,7568,P1
840,declaring type,0.101,5416,P4
841,grumble,0.115,10050,P2
842,filemon,0.055,7251,P3
843,exception,0.093,16603,P4
844,keyboard layout,0.075,6053,P2
844,international keyboard,0.067,6053,P2
844,international keyboard layout,0.067,6053,P2
845,depend,0.186,7252,P3
845,depends,0.151,15083,P4
846,square,0.101,1515,P2
847,username,0.098,8014,P1
848,mcd bij,0.089,6117,P1
849,overflow area,0.096,15116,P4
850,edittext,0.163,10014,P1
851,editshell exit,0.095,10321,P2
851,calls editshell exit,0.095,10321,P2
852,strings,0.109,9589,P2
853,confidential,0.138,5107,P3
854,watchlist,0.217,7229,P3
855,line engineers,0.085,1021,P1
856,pull,0.118,5563,P3
857,splitter,0.108,17092,P4
858,m30 mass,0.149,21827,P5
859,soft,0.086,9101,P2
860,ctrl,0.049,18808,P5
861,ought,0.115,5416,P4
862,results scrolling,0.149,21827,P5
862,expected results scrolling,0.088,21827,P5
863,rel,0.051,2800,P3
864,xpcom,0.109,13423,P4
865,produces,0.085,6141,P1
866,beta unless,0.119,7378,P3
867,mascent,0.088,10207,P2
868,ua css,0.078,6625,P2
869,nav window,0.091,7406,P2
870,corrupted,0.091,6141,P1
871,gmain,0.095,10083,P1
872,mouseover links,0.096,13093,P5
873,nimbus experiment,0.139,10188,P2
874,adapt,0.104,14903,P4
875,poster,0.098,12699,P5
876,point closing,0.095,7189,P3
877,succession,0.094,7568,P1
878,alternative text,0.075,8131,P2
879,generate bookmarks folders automatically,0.07,16959,P5
880,accepting,0.075,11824,P4
881,progress,0.137,8705,P2
882,run ins,0.069,2056,P3
883,ime,0.13,10162,P1
884,device,0.042,4821,P1
885,finish rendering,0.163,10119,P1
886,ender,0.065,6053,P2
887,regions,0.158,10261,P1
888,desired size,0.078,10140,P1
889,future moving,0.086,4722,P1
890,time stamp,0.11,10245,P2
891,doctype,0.094,11229,P4
892,applet,0.212,6515,P3
892,applets,0.117,6515,P3
893,image url,0.05,9458,P1
894,url bar,0.125,4722,P1
895,classic,0.091,1021,P1
896,existing words,0.132,15083,P4
897,updateview drops dirty rects,0.093,10261,P1
898,till,0.074,8705,P2
899,eborderstyle,0.108,10016,P1
900,sec,0.07,7251,P3
901,pub users,0.08,6141,P1
902,pref cleanup,0.139,35,P3
903,pointy,0.149,7270,P3
904,magic number,0.139,10188,P2
905,content area,0.111,4722,P1
906,handling hasn gone,0.095,5247,P3
907,connection,0.102,10050,P2
907,connection,0.043,23679,P5
908,boys,0.2,7229,P3
909,upper,0.088,15116,P4
910,best results view,0.217,7229,P3
911,fires,0.134,10158,P1
912,trigger repaint,0.093,10261,P1
913,talkback,0.109,5579,P2
913,talkback,0.086,10342,P2
914,link types,0.04,2800,P3
915,schedule,0.219,7252,P3
916,close add optional user,0.147,11444,P4
917,ia32,0.059,12309,P4
918,html input,0.134,10158,P1
919,fun,0.123,10014,P1
920,document inside apprunner,0.095,5247,P3
921,separator,0.109,7297,P3
922,list style,0.05,9458,P1
923,support urls,0.104,2864,P3
924,localizable,0.235,10253,P1
925,xor,0.189,15286,P4
926,mail specific,0.095,10321,P2
927,messenger,0.155,10321,P2
928,dead key,0.095,6053,P2
928,dead keys,0.095,6053,P2
929,whiteboard,0.106,15284,P4
930,m20,0.141,21827,P5
931,require passwords,0.163,10119,P1
932,japanese,0.072,8427,P2
933,minus extension,0.097,24126,P5
934,dl compact,0.107,2055,P5
934,compact dls,0.073,2055,P5
934,compact dl,0.073,2055,P5
935,user modify,0.184,15284,P4
936,caption,0.212,10140,P1
936,captions,0.177,10140,P1
937,quantify trace,0.161,7189,P3
938,form element,0.098,8014,P1
939,cite,0.058,1995,P4
940,nsmacmessagepump,0.059,7799,P1
941,js set,0.073,11824,P4
942,happy campers,0.248,7228,P3
943,unlikely case,0.157,20276,P5
944,pgdn,0.064,27771,P5
945,menu shell append,0.073,7568,P1
946,cut copy,0.122,4722,P1
947,uber,0.278,7252,P3
948,imported,0.127,20418,P5
949,arguments,0.103,5107,P3
950,panels,0.103,7568,P1
951,mfirstchild,0.077,10207,P2
952,feature arch implement signed,0.149,7270,P3
953,rod hooked,0.073,11824,P4
954,httpd,0.102,12939,P4
955,255 characters,0.18,2864,P3
956,topsy turvy,0.132,15083,P4
957,manager,0.092,13424,P5
958,8bit,0.133,5579,P2
958,8bit characters,0.116,5579,P2
959,single quote,0.092,6053,P2
960,nswebshellwindow,0.048,7799,P1
961,ie8,0.061,2056,P3
962,little girls,0.217,7229,P3
963,flyingwindows,0.112,6141,P1
964,tutorial,0.095,7189,P3
965,components update,0.163,10119,P1
966,unmodified,0.107,5579,P2
967,text areas,0.113,8014,P1
968,p2 96,0.091,13831,P4
969,inline table,0.072,9458,P1
970,win95 tested 16,0.079,10037,P2
971,xul res,0.186,10341,P1
971,xul res samples,0.15,10341,P1
972,best results,0.217,7229,P3
973,correct stupid,0.078,16603,P4
974,encoding menu,0.112,7640,P2
975,glossary,0.04,2800,P3
976,open link,0.061,18808,P5
977,malloc,0.055,7251,P3
978,add,0.11,7252,P3
979,raptorview,0.139,10162,P1
980,swap,0.174,15286,P4
981,history,0.091,10341,P1
982,buglist,0.052,9412,P1
983,includes,0.091,10158,P1
984,phase,0.124,10205,P2
985,messenger performance,0.073,6873,P1
986,samples,0.172,10341,P1
987,12 28 53,0.138,10180,P2
988,nsviewmanager,0.222,10261,P1
989,apple,0.061,4252,P3
990,emsp,0.045,9101,P2
991,direct hits,0.065,7251,P3
992,squawk,0.099,11427,P4
993,super long,0.104,2864,P3
994,wm keydown,0.067,6053,P2
995,responsibility,0.112,2652,P2
996,deleted,0.139,7252,P3
997,xml indentations,0.139,10188,P2
998,accordion,0.051,2056,P3
999,classid,0.056,1156,P1
1000,block element,0.05,9458,P1
1001,edu,0.099,6141,P1
1002,url dispatching,0.107,2652,P2
1003,accumulate,0.158,10261,P1
